User_Age,User_Gender,User_Marital_Status,User_City_Category,User_Stay,User_Favourite_Category,User_Favourite_Product,User_Favourite_Subcategory,Purchase_Avg
18-25,M,0,A,2,1,P00009397,14.0,7469.95
18-25,M,0,A,2,8,P00006347,10.0,6771.727272727273
0-17,M,0,A,1,1,P00004002,9.0,6469.533333333334
26-35,M,0,A,5+,3,P00095896,20.0,11656.75
26-35,M,0,A,1,4,P00001282,20.0,5083.5625
26-35,M,0,A,2,7,P00026682,28.0,7584.068181818182
18-25,M,0,A,2,17,P00000610,10.0,6568.933333333333
55+,F,1,C,5+,12,P00075833,40.0,5611.068181818182
46-50,M,1,B,2,3,P00004403,42.0,11770.658536585366
18-25,M,0,A,2,4,P00004752,16.0,8411.777777777777
26-35,M,0,A,1,4,P00001976,28.0,3279.6666666666665
46-50,F,1,C,1,13,P00012783,21.0,11543.57142857143
26-35,M,0,A,4,1,P00002052,7.0,6707.117647058823
55+,F,1,C,4,13,P00000947,36.0,4879.117647058823
46-50,F,1,B,5+,3,P00019169,20.0,12435.818181818182
55+,F,1,C,5+,12,P00001110,9.0,8308.186046511628
51-55,F,1,C,3,5,P00017851,14.0,6695.25
51-55,F,1,C,3,13,P00002627,20.0,13418.847826086956
0-17,M,0,A,1,8,P00005460,8.0,3632.0833333333335
55+,F,1,C,1,10,P00003018,36.0,1076.7894736842106
26-35,M,0,A,4,9,P00004082,36.0,8523.055555555555
26-35,M,0,B,1,17,P00004008,20.0,3167.1176470588234
51-55,F,1,C,1,17,P00000718,42.0,2901.5
18-25,M,0,A,2,5,P00014071,16.0,1796.8181818181818
46-50,F,1,B,2,6,P00002627,36.0,6928.529411764706
18-25,M,0,A,2,10,P00001409,8.0,1656.8181818181818
51-55,F,1,B,5+,3,P00091229,27.0,7380.8
51-55,F,1,B,4,2,P00012615,30.0,8072.96
51-55,F,1,C,1,5,P00004405,18.0,5242.65
26-35,M,0,A,4,3,P00002152,14.0,12702.872340425532
51-55,F,1,B,3,3,P00006213,11.0,10999.133333333333
55+,F,1,C,4,3,P00004604,7.0,6316.276595744681
36-45,F,1,B,2,17,P00007232,9.0,9207.8
55+,F,1,C,2,3,P00002733,7.0,6403.722222222223
26-35,M,0,B,1,10,P00062898,7.0,6304.294117647059
26-35,M,0,A,4,3,P00003382,36.0,11128.926829268292
36-45,M,0,A,2,3,P00008270,42.0,14402.575
55+,F,1,C,1,10,P00007781,36.0,6028.611111111111
46-50,M,1,B,5+,10,P00000947,42.0,7123.636363636364
55+,F,1,C,5+,17,P00001575,30.0,2985.25
26-35,M,0,A,1,20,P00000404,14.0,12031.255319148937
36-45,F,1,B,1,16,P00009145,42.0,3262.4
55+,F,1,C,4,4,P00001455,40.0,2088.3333333333335
55+,F,1,C,2,15,P00003088,4.0,8248.933333333332
26-35,M,0,A,1,3,P00033049,35.0,11513.133333333333
55+,F,1,C,1,3,P00004649,35.0,10722.315789473685
36-45,M,0,B,3,16,P00000070,6.0,4406.722222222223
0-17,M,0,A,2,17,P00001790,30.0,3273.45
46-50,F,1,C,1,17,P00005989,18.0,6863.166666666667
36-45,M,0,A,5+,3,P00001455,36.0,10340.558823529413
0-17,M,0,A,1,17,P00003693,6.0,2967.1666666666665
55+,F,1,C,4,8,P00003936,9.0,5349.388888888889
36-45,F,1,B,2,8,P00016700,6.0,3438.5
36-45,M,1,A,2,3,P00077084,35.0,11528.531914893618
46-50,F,1,C,5+,5,P00004568,4.0,3444.8947368421054
18-25,M,0,A,3,3,P00005057,16.0,5028.85
46-50,M,1,B,2,3,P00032403,14.0,10231.302325581395
36-45,M,1,A,3,3,P00030464,24.0,12187.904761904761
0-17,M,0,A,1,15,P00006469,20.0,8449.411764705883
46-50,F,1,B,1,11,P00055541,30.0,2107.75
0-17,M,0,A,5+,15,P00006542,12.0,2363.1176470588234
26-35,M,0,B,2,5,P00012283,20.0,3593.842105263158
55+,F,1,C,4,3,P00002733,24.0,10906.2
36-45,F,1,B,5+,12,P00089774,9.0,7634.3
46-50,F,1,B,1,6,P00007992,9.0,8743.666666666666
46-50,F,1,C,1,17,P00018415,16.0,3998.4615384615386
55+,F,1,C,5+,10,P00054631,42.0,10209.90909090909
55+,F,1,C,1,10,P00027896,36.0,1505.3636363636363
36-45,M,1,A,5+,19,P00001575,40.0,13404.877551020409
36-45,M,0,A,4,3,P00003018,20.0,10965.28125
46-50,F,1,B,2,3,P00006603,14.0,12191.833333333334
46-50,F,1,B,2,11,P00007992,28.0,2822.266666666667
55+,F,1,C,3,3,P00009771,21.0,9906.594594594595
36-45,M,0,A,5+,11,P00001790,10.0,8110.1
26-35,M,0,B,1,10,P00001409,18.0,4055.6666666666665
46-50,F,1,B,1,17,P00095132,42.0,6670.636363636364
36-45,M,0,B,1,17,P00010292,10.0,4560.5
18-25,M,0,A,1,10,P00004979,18.0,5037.846153846154
26-35,M,0,A,5+,3,P00004622,28.0,14372.333333333334
51-55,F,1,B,1,19,P00034954,11.0,11492.475
36-45,M,0,A,3,7,P00004358,20.0,6314.8421052631575
0-17,M,0,A,1,12,P00000925,4.0,7630.571428571428
55+,F,1,C,1,15,P00021617,6.0,3439.25
55+,F,1,C,1,16,P00000518,28.0,5508.4
18-25,M,0,A,1,4,P00003745,40.0,4555.263157894737
26-35,M,0,A,3,12,P00001039,27.0,6112.777777777777
46-50,M,1,B,5+,10,P00000809,7.0,5861.333333333333
26-35,M,0,B,2,3,P00002815,16.0,9830.85
26-35,M,0,A,2,3,P00003018,20.0,11323.212121212122
36-45,F,1,B,1,17,P00003382,28.0,4285.75
0-17,M,0,A,2,17,P00003088,40.0,3820.4166666666665
46-50,F,1,B,1,12,P00026236,7.0,5912.8
51-55,F,1,B,2,3,P00003072,18.0,5522.15
55+,F,1,C,2,10,P00004405,18.0,7047.133333333333
0-17,M,0,A,1,16,P00001790,20.0,6578.538461538462
26-35,M,0,A,5+,18,P00004855,4.0,11357.735294117647
51-55,F,1,C,2,11,P00006705,42.0,4052.846153846154
51-55,F,1,B,4,11,P00054741,36.0,5906.0204081632655
51-55,F,1,C,1,17,P00003453,21.0,7220.35
51-55,F,1,B,4,3,P00002815,30.0,9416.20588235294
18-25,M,0,A,2,17,P00014700,16.0,2669.3888888888887
51-55,F,1,C,3,4,P00005873,18.0,4856.444444444444
36-45,M,0,B,2,5,P00003492,36.0,1429.75
36-45,M,1,A,1,20,P00000953,40.0,11612.65625
18-25,M,0,A,1,16,P00009330,4.0,1912.923076923077
51-55,F,1,B,5+,9,P00095932,20.0,8359.422222222222
26-35,M,0,B,2,10,P00003492,4.0,5130.64705882353
51-55,F,1,B,4,3,P00021541,10.0,13377.69387755102
18-25,M,0,A,2,16,P00002743,44.0,4670.0
55+,F,1,C,3,5,P00011935,30.0,4021.285714285714
46-50,M,1,B,4,3,P00000101,44.0,12429.578947368422
18-25,M,0,A,2,10,P00004082,20.0,3399.25
26-35,M,0,A,5+,20,P00001576,40.0,11942.258064516129
36-45,M,1,A,4,8,P00001282,10.0,5496.5952380952385
26-35,M,0,A,1,11,P00012721,20.0,7762.357142857143
18-25,M,0,A,2,4,P00011310,12.0,3733.25
51-55,F,1,C,1,15,P00010760,4.0,4609.875
26-35,M,0,A,4,3,P00004752,10.0,9099.844444444445
18-25,M,0,A,1,5,P00005857,6.0,2871.9166666666665
26-35,M,0,B,1,5,P00005612,40.0,3496.3684210526317
0-17,M,0,A,2,17,P00012283,18.0,2101.5833333333335
36-45,M,1,A,2,3,P00001621,13.0,12422.2
46-50,F,1,B,2,19,P00006603,7.0,13070.285714285714
55+,F,1,C,4,12,P00001457,10.0,8875.91304347826
26-35,M,0,A,5+,3,P00092387,40.0,12743.447368421053
0-17,M,0,A,4,4,P00014700,30.0,3968.5
46-50,F,1,B,2,17,P00005254,6.0,6451.2307692307695
36-45,F,1,B,4,11,P00006603,20.0,6152.6
26-35,M,0,A,5+,17,P00000526,28.0,6645.725
26-35,M,0,A,2,3,P00056195,21.0,13132.697674418605
26-35,M,0,A,3,6,P00012180,28.0,6354.777777777777
46-50,F,1,B,3,18,P00099012,7.0,12456.361111111111
51-55,F,1,C,2,3,P00063630,14.0,12095.560975609756
26-35,M,0,A,1,3,P00041831,12.0,11736.813953488372
26-35,M,0,B,2,15,P00013551,18.0,3783.6153846153848
51-55,F,1,C,3,7,P00004008,4.0,3936.0714285714284
26-35,M,0,A,2,3,P00004270,21.0,13829.966666666667
51-55,F,1,C,3,12,P00050923,28.0,7470.25
36-45,M,0,A,1,3,P00005057,36.0,5808.0
0-17,M,0,A,2,16,P00001110,24.0,7082.785714285715
26-35,M,0,B,1,5,P00000370,42.0,3787.846153846154
51-55,F,1,C,5+,12,P00000610,20.0,7140.5625
0-17,M,0,A,3,5,P00019422,40.0,3976.3846153846152
46-50,F,1,B,4,11,P00005131,20.0,8133.764705882353
46-50,F,1,B,2,3,P00004754,11.0,12734.119047619048
46-50,F,1,C,1,3,P00007851,24.0,6967.25
51-55,F,1,C,5+,3,P00000809,27.0,11042.885714285714
46-50,M,1,A,1,11,P00004819,10.0,13332.513513513513
18-25,M,0,A,3,3,P00001398,27.0,4517.533333333334
51-55,F,1,C,2,17,P00009923,10.0,4445.473684210527
26-35,M,0,A,5+,3,P00000148,20.0,12412.44
55+,F,1,C,5+,10,P00000101,6.0,5448.615384615385
26-35,M,0,A,3,3,P00003982,20.0,12050.666666666666
36-45,M,0,A,4,9,P00003936,30.0,6943.9111111111115
46-50,F,1,B,1,5,P00001794,16.0,3289.25
55+,F,1,C,1,9,P00006962,9.0,9373.142857142857
36-45,M,0,B,3,16,P00019794,7.0,6507.071428571428
46-50,F,1,B,3,8,P00001708,13.0,5599.3
55+,F,1,C,3,10,P00005394,12.0,5733.625
26-35,M,0,A,4,9,P00004754,21.0,7330.142857142857
55+,F,1,C,1,3,P00028267,35.0,6993.3
26-35,M,0,B,4,16,P00007781,36.0,930.3
51-55,F,1,C,2,3,P00059760,30.0,9035.62
46-50,M,1,A,5+,18,P00008604,7.0,13334.03125
26-35,M,0,A,3,12,P00000070,18.0,9364.90909090909
26-35,M,0,B,2,5,P00028452,8.0,4182.4
55+,F,1,C,3,10,P00003913,30.0,1217.4
46-50,M,1,A,5+,18,P00000105,10.0,10290.4
18-25,M,0,A,4,3,P00002052,28.0,4306.181818181818
36-45,M,0,B,2,4,P00001976,4.0,2084.294117647059
18-25,M,0,A,1,10,P00005606,40.0,4390.333333333333
51-55,F,1,C,5+,3,P00088724,20.0,7349.45
18-25,M,0,A,2,5,P00000795,6.0,4703.428571428572
46-50,F,1,B,2,15,P00000247,16.0,4895.615384615385
51-55,F,1,C,1,5,P00002052,44.0,3218.5
26-35,M,0,A,1,13,P00001029,40.0,13279.833333333334
18-25,M,0,A,3,5,P00002387,40.0,2250.4166666666665
36-45,M,1,A,2,3,P00086370,42.0,12190.1
0-17,M,0,A,2,10,P00000772,4.0,3036.5
55+,F,1,C,2,3,P00088465,42.0,6789.173913043478
51-55,F,1,C,4,11,P00026784,30.0,7166.666666666667
46-50,F,1,C,2,5,P00002538,20.0,6349.578947368421
46-50,M,1,A,4,1,P00056316,40.0,6649.347826086957
26-35,M,0,A,2,3,P00019926,27.0,11579.382978723404
55+,F,1,C,1,9,P00011660,12.0,5004.777777777777
46-50,F,1,B,1,10,P00001575,8.0,4396.941176470588
51-55,F,1,B,4,3,P00028582,40.0,12346.948717948719
18-25,M,0,A,4,17,P00003936,36.0,4220.5
26-35,M,0,A,2,16,P00002538,6.0,7203.266666666666
0-17,M,0,A,2,17,P00004002,40.0,4096.166666666667
36-45,M,0,B,2,4,P00012080,40.0,4775.15
0-17,M,0,A,2,5,P00006705,36.0,2506.6923076923076
51-55,F,1,C,3,4,P00005588,8.0,2242.3636363636365
18-25,M,0,A,1,10,P00004323,12.0,2332.0714285714284
51-55,F,1,C,2,15,P00024414,12.0,5660.388888888889
0-17,M,0,A,4,3,P00005627,24.0,5855.416666666667
36-45,M,0,B,3,4,P00001398,30.0,3725.266666666667
46-50,F,1,B,1,3,P00000610,10.0,12560.318181818182
26-35,M,0,A,3,5,P00021890,16.0,1864.357142857143
0-17,M,0,A,2,17,P00000404,12.0,6075.692307692308
51-55,F,1,C,1,17,P00000105,30.0,6110.470588235294
51-55,F,1,C,5+,11,P00012963,18.0,7463.666666666667
0-17,M,0,A,2,4,P00000105,12.0,3830.0
26-35,M,0,A,4,3,P00000953,28.0,9268.25
46-50,F,1,C,1,4,P00003936,24.0,1990.4444444444443
26-35,M,0,A,5+,7,P00016633,10.0,9360.727272727272
51-55,F,1,B,4,11,P00010770,7.0,8414.642857142857
51-55,F,1,C,1,3,P00030336,21.0,1979.0714285714287
46-50,F,1,B,1,9,P00003246,10.0,9789.578947368422
51-55,F,1,B,3,3,P00002627,36.0,6282.317073170731
26-35,M,0,A,1,8,P00000925,10.0,6615.404255319149
26-35,M,0,A,4,9,P00004405,7.0,8373.0
51-55,F,1,C,3,15,P00001708,12.0,1934.1666666666667
18-25,M,0,A,1,4,P00009108,16.0,2802.153846153846
36-45,F,1,B,1,3,P00004752,8.0,4187.894736842105
55+,F,1,C,1,5,P00001575,40.0,5559.666666666667
46-50,F,1,B,1,16,P00004130,9.0,4865.470588235294
26-35,M,0,A,1,6,P00003227,7.0,8422.5
0-17,M,0,A,2,15,P00001708,20.0,4870.25
36-45,M,0,A,4,9,P00016126,30.0,7228.891304347826
51-55,F,1,C,1,17,P00008270,42.0,4810.3
51-55,F,1,C,1,1,P00008415,20.0,3505.4736842105262
46-50,M,1,B,4,16,P00010535,27.0,5413.478260869565
46-50,F,1,B,2,10,P00017257,4.0,3522.3
55+,F,1,C,1,16,P00016536,18.0,5877.666666666667
36-45,M,1,A,3,3,P00007161,10.0,12919.5
51-55,F,1,C,5+,3,P00003072,36.0,8324.404761904761
46-50,F,1,C,1,10,P00003088,36.0,3634.230769230769
55+,F,1,C,5+,12,P00000148,18.0,9372.8
26-35,M,0,A,3,1,P00052659,14.0,7591.153846153846
26-35,M,0,B,1,3,P00019708,24.0,5636.2307692307695
46-50,F,1,B,3,5,P00010760,4.0,2611.3571428571427
26-35,M,0,B,2,3,P00001156,42.0,5306.631578947368
51-55,F,1,C,5+,7,P00033166,40.0,6504.510638297872
36-45,M,0,B,2,3,P00006469,6.0,6313.833333333333
36-45,M,1,A,5+,3,P00030886,9.0,6856.190476190476
26-35,M,0,A,1,17,P00004150,30.0,4819.0526315789475
26-35,M,0,A,3,12,P00009821,36.0,8785.25
46-50,F,1,B,1,17,P00007255,30.0,5771.466666666666
0-17,M,0,A,2,16,P00003426,28.0,1804.4615384615386
26-35,M,0,A,5+,12,P00000101,6.0,7255.268292682927
46-50,M,1,B,5+,13,P00003453,35.0,16187.5
18-25,M,0,A,2,10,P00000809,7.0,4482.846153846154
46-50,F,1,B,1,4,P00003426,7.0,4220.923076923077
26-35,M,0,A,4,3,P00015866,21.0,7830.739130434783
36-45,F,1,B,2,5,P00003982,12.0,6420.615384615385
51-55,F,1,C,1,17,P00015036,24.0,5669.0
26-35,M,0,A,3,3,P00001029,7.0,10001.90322580645
55+,F,1,C,4,18,P00033616,42.0,12430.85
0-17,M,0,A,1,10,P00001576,10.0,4108.714285714285
18-25,M,0,A,5+,2,P00009447,3.0,9055.846153846154
51-55,F,1,C,2,5,P00005758,4.0,6196.117647058823
55+,F,1,C,1,10,P00007687,42.0,11040.441176470587
36-45,M,1,A,2,10,P00059484,10.0,9756.547619047618
26-35,M,0,A,4,3,P00082495,42.0,5852.357142857143
55+,F,1,C,4,12,P00076314,9.0,7694.976190476191
51-55,F,1,B,5+,20,P00092156,20.0,10986.333333333334
51-55,F,1,C,2,1,P00006542,10.0,4030.5
36-45,M,0,A,1,6,P00091784,10.0,6556.913043478261
26-35,M,0,A,5+,3,P00001282,10.0,9698.431818181818
26-35,M,0,A,1,5,P00004979,4.0,5535.8125
36-45,M,1,A,4,3,P00002892,27.0,14126.91489361702
51-55,F,1,B,4,3,P00088465,42.0,11180.577777777778
55+,F,1,C,1,15,P00002733,28.0,4594.833333333333
51-55,F,1,C,2,16,P00018195,42.0,5305.95
26-35,M,0,A,1,3,P00001229,40.0,11261.048780487805
51-55,F,1,C,1,4,P00003382,20.0,4255.0
0-17,M,0,A,2,3,P00005627,42.0,6276.333333333333
36-45,M,1,B,5+,1,P00014175,27.0,6586.736842105263
26-35,M,0,A,1,3,P00032596,21.0,10575.904761904761
51-55,F,1,C,3,3,P00008270,7.0,10489.8125
46-50,F,1,B,3,19,P00002379,39.0,9680.05
0-17,M,0,A,1,10,P00000795,8.0,1715.1
51-55,F,1,C,3,3,P00001383,6.0,8610.823529411764
36-45,M,0,B,2,10,P00005394,4.0,3044.0
51-55,F,1,C,2,5,P00007801,27.0,4910.6
51-55,F,1,C,2,4,P00002627,24.0,3178.769230769231
0-17,M,0,A,3,10,P00000809,30.0,2066.4545454545455
46-50,M,1,B,4,3,P00093365,42.0,13809.81081081081
46-50,F,1,B,1,16,P00006603,10.0,2160.0666666666666
55+,F,1,C,4,4,P00000925,30.0,3955.8
36-45,M,1,B,4,11,P00004008,18.0,6738.333333333333
26-35,M,0,A,1,5,P00014700,4.0,3408.8
36-45,M,0,A,2,3,P00006542,36.0,7416.4390243902435
26-35,M,0,A,2,3,P00014700,36.0,5982.727272727273
26-35,M,0,A,3,3,P00023359,20.0,13256.34090909091
36-45,M,1,A,1,3,P00056935,28.0,12477.91111111111
46-50,F,1,B,4,7,P00000101,35.0,8318.35
36-45,M,1,A,3,3,P00002274,18.0,10722.083333333334
36-45,F,1,B,3,6,P00004819,18.0,6967.5
26-35,M,0,A,4,3,P00001383,9.0,10298.727272727272
46-50,F,1,B,2,3,P00001069,4.0,8294.454545454546
36-45,M,0,A,2,3,P00006603,20.0,10539.760869565218
55+,F,1,C,1,15,P00000936,3.0,4949.7
36-45,M,0,B,1,3,P00002815,32.0,2120.0625
46-50,F,1,C,4,4,P00015158,6.0,6933.727272727273
36-45,F,1,B,1,5,P00004697,44.0,4772.111111111111
55+,F,1,C,4,3,P00004752,27.0,5497.243902439024
46-50,F,1,B,2,16,P00000105,10.0,7505.375
46-50,F,1,B,2,3,P00001455,7.0,7888.357142857143
46-50,M,1,B,3,3,P00024972,7.0,11171.181818181818
46-50,M,1,A,2,3,P00016119,7.0,10950.897435897436
55+,F,1,C,4,3,P00000247,10.0,6387.239130434783
26-35,M,0,A,1,3,P00000549,7.0,7325.0
55+,F,1,C,2,15,P00016193,44.0,3091.923076923077
36-45,M,1,A,1,11,P00000404,7.0,10218.978723404256
18-25,M,0,A,2,4,P00001282,12.0,3505.5625
26-35,M,0,A,2,20,P00020845,21.0,13107.765957446809
26-35,M,0,A,1,9,P00000285,30.0,5897.818181818182
51-55,F,1,C,3,3,P00002733,30.0,11379.860465116279
55+,F,1,C,5+,11,P00000148,18.0,6058.365853658536
26-35,M,0,B,2,12,P00015635,18.0,3683.764705882353
51-55,F,1,C,1,17,P00027626,27.0,3006.0
55+,F,1,C,2,3,P00028084,44.0,5501.642857142857
26-35,M,0,A,4,3,P00055038,7.0,14608.516129032258
51-55,F,1,C,4,13,P00015653,28.0,8036.121951219512
46-50,F,1,C,2,10,P00064700,16.0,1885.3125
36-45,F,1,B,2,17,P00006213,36.0,1895.6666666666667
46-50,F,1,B,3,4,P00000285,28.0,3975.1666666666665
36-45,F,1,B,2,16,P00005460,9.0,3805.0526315789475
51-55,F,1,C,3,10,P00004082,20.0,3197.1666666666665
26-35,M,0,B,1,16,P00006469,7.0,5277.631578947368
0-17,M,0,A,3,10,P00010786,4.0,2601.4545454545455
55+,F,1,C,2,10,P00000518,20.0,2775.4545454545455
26-35,M,0,A,5+,17,P00003003,30.0,8571.083333333334
51-55,F,1,C,3,7,P00012667,20.0,10034.272727272728
26-35,M,0,A,3,6,P00004270,40.0,10047.416666666666
18-25,M,0,A,1,4,P00044280,27.0,5637.75
36-45,F,1,B,2,3,P00013116,28.0,4878.533333333334
36-45,F,1,B,3,5,P00001976,40.0,5725.055555555556
26-35,M,0,A,2,16,P00000770,44.0,5821.25
46-50,M,1,A,2,3,P00075833,35.0,7643.428571428572
26-35,M,0,A,4,18,P00001156,10.0,13846.783783783783
55+,F,1,C,5+,17,P00000101,9.0,8969.333333333334
26-35,M,0,B,1,4,P00001085,32.0,7236.8421052631575
36-45,F,1,B,1,5,P00000781,12.0,3269.785714285714
36-45,M,1,A,1,3,P00001575,30.0,11605.323529411764
26-35,M,0,B,3,10,P00012502,4.0,6607.133333333333
26-35,M,0,B,1,4,P00005873,16.0,7289.25
36-45,M,1,A,5+,11,P00002538,36.0,8223.448979591836
36-45,M,1,B,4,12,P00043032,36.0,8827.666666666666
36-45,M,1,A,3,3,P00034037,24.0,15016.75
51-55,F,1,B,5+,3,P00004130,27.0,7859.446808510638
46-50,M,1,A,4,3,P00073899,21.0,7297.525
51-55,F,1,C,4,17,P00005311,4.0,7439.882352941177
51-55,F,1,C,5+,3,P00000610,36.0,6735.941176470588
46-50,F,1,B,1,10,P00000718,8.0,6196.846153846154
26-35,M,0,B,2,10,P00003448,6.0,3584.9375
46-50,F,1,B,2,3,P00003676,40.0,9076.0
18-25,M,0,A,1,15,P00004002,4.0,1963.25
36-45,M,1,A,1,3,P00007524,40.0,12109.129032258064
55+,F,1,C,2,4,P00008010,24.0,4051.5789473684213
51-55,F,1,B,3,1,P00003982,10.0,7020.058823529412
36-45,M,0,B,1,5,P00016051,18.0,4504.8
26-35,M,0,A,1,17,P00008291,36.0,1935.3529411764705
46-50,F,1,B,2,3,P00000247,8.0,4799.166666666667
55+,F,1,C,2,3,P00005627,16.0,5529.15
26-35,M,0,A,3,3,P00005621,7.0,9764.375
0-17,M,0,A,1,17,P00000573,12.0,5395.277777777777
26-35,M,0,A,2,5,P00009589,44.0,3940.6666666666665
46-50,M,1,A,3,3,P00004855,36.0,4985.55
26-35,M,0,B,2,5,P00022765,20.0,6302.764705882353
51-55,F,1,C,3,8,P00016652,27.0,8497.785714285714
18-25,M,0,A,1,15,P00026245,6.0,4884.538461538462
46-50,F,1,B,2,15,P00000772,44.0,4010.4545454545455
0-17,M,0,A,1,4,P00018847,42.0,2886.923076923077
36-45,M,0,A,3,11,P00002152,36.0,6263.857142857143
46-50,M,1,B,5+,8,P00038818,27.0,7013.2
26-35,M,0,B,1,4,P00020845,40.0,7758.0
46-50,F,1,B,2,3,P00000370,20.0,10485.531914893618
51-55,F,1,C,1,20,P00074866,30.0,12277.272727272728
55+,F,1,C,1,3,P00000101,20.0,11155.30612244898
46-50,F,1,B,1,19,P00083865,30.0,12555.885714285714
51-55,F,1,C,4,11,P00097944,14.0,8184.317073170731
51-55,F,1,C,1,10,P00001110,20.0,8372.8125
36-45,M,0,A,5+,10,P00078656,21.0,5751.878048780488
0-17,M,0,A,1,17,P00002469,6.0,4681.785714285715
46-50,F,1,B,5+,3,P00002370,42.0,12068.527777777777
51-55,F,1,C,1,10,P00001029,24.0,2407.090909090909
51-55,F,1,C,1,5,P00000718,30.0,2731.235294117647
46-50,F,1,C,3,10,P00010104,7.0,2919.6153846153848
18-25,M,0,A,1,10,P00013748,30.0,3486.2
36-45,M,0,B,1,15,P00002627,16.0,7985.933333333333
51-55,F,1,B,4,10,P00001085,27.0,7650.441860465116
18-25,M,0,A,3,5,P00016119,7.0,5240.0
46-50,F,1,C,2,5,P00002352,40.0,5572.45
26-35,M,0,A,2,8,P00000285,27.0,6414.285714285715
51-55,F,1,C,1,1,P00022122,30.0,8151.3
46-50,M,1,A,1,3,P00001383,6.0,6289.142857142857
26-35,M,0,A,4,3,P00000573,7.0,11504.692307692309
18-25,M,0,A,2,7,P00014681,20.0,7181.714285714285
0-17,M,0,A,2,5,P00019708,8.0,1177.4
55+,F,1,C,4,10,P00003745,40.0,7251.95
36-45,M,1,B,5+,11,P00000925,21.0,5219.75
51-55,F,1,B,3,11,P00007992,30.0,6848.75
26-35,M,0,A,5+,11,P00024478,30.0,6766.28
46-50,F,1,B,2,12,P00005057,21.0,5359.333333333333
36-45,M,0,B,2,3,P00000070,40.0,8288.0
26-35,M,0,A,4,14,P00003246,10.0,6375.35294117647
26-35,M,0,A,5+,13,P00045685,20.0,14070.128205128205
51-55,F,1,B,5+,3,P00048169,20.0,8291.418604651162
46-50,F,1,B,4,10,P00002274,27.0,7088.4375
46-50,F,1,B,2,5,P00099169,44.0,2945.4
55+,F,1,C,4,12,P00000247,20.0,5992.588235294118
55+,F,1,C,1,16,P00006603,20.0,4033.2
0-17,M,0,A,2,5,P00005758,40.0,5256.285714285715
0-17,M,0,A,2,5,P00003693,32.0,4681.0
55+,F,1,C,1,15,P00001976,21.0,4400.368421052632
18-25,M,0,A,5+,11,P00000772,4.0,5727.1
55+,F,1,C,2,5,P00002052,10.0,4386.538461538462
46-50,F,1,B,5+,14,P00002733,45.0,7219.307692307692
51-55,F,1,C,3,17,P00006613,36.0,3188.764705882353
26-35,M,0,B,1,3,P00005612,7.0,3869.230769230769
26-35,M,0,A,4,3,P00001790,42.0,11117.315789473685
36-45,M,1,B,5+,6,P00012325,10.0,6233.0
26-35,M,0,A,4,7,P00021617,20.0,5826.622222222222
36-45,M,1,A,2,3,P00000101,14.0,12958.694444444445
0-17,M,0,A,2,5,P00008010,24.0,4909.454545454545
55+,F,1,C,2,16,P00033770,35.0,6943.153846153846
18-25,M,0,A,1,10,P00001409,8.0,1498.85
55+,F,1,C,2,16,P00003088,12.0,1547.3
46-50,M,1,B,5+,11,P00065478,42.0,8364.270833333334
55+,F,1,C,1,10,P00002743,30.0,5214.705882352941
26-35,M,0,A,3,3,P00001455,9.0,6885.1578947368425
18-25,M,0,A,2,4,P00000101,24.0,5046.705882352941
46-50,F,1,B,1,11,P00002002,18.0,5696.583333333333
51-55,F,1,B,4,6,P00000404,10.0,8769.82
26-35,M,0,A,2,12,P00008415,12.0,4902.818181818182
0-17,M,0,A,1,3,P00003745,9.0,5498.307692307692
51-55,F,1,B,3,3,P00012408,12.0,12686.02564102564
0-17,M,0,A,1,10,P00012025,8.0,5924.722222222223
55+,F,1,C,2,4,P00002084,7.0,5378.6
46-50,F,1,C,3,10,P00024302,6.0,2932.285714285714
36-45,M,1,A,4,3,P00086361,28.0,10403.044444444444
18-25,M,0,A,3,16,P00006470,4.0,6942.5
46-50,M,1,B,4,12,P00053152,10.0,5741.282608695652
51-55,F,1,C,3,16,P00003088,20.0,4923.111111111111
26-35,M,0,A,4,12,P00048569,7.0,7361.8
0-17,M,0,A,1,10,P00000936,42.0,1072.1
18-25,M,0,A,2,3,P00002743,30.0,5331.545454545455
46-50,F,1,B,1,3,P00003382,42.0,12287.489795918367
18-25,M,0,A,1,12,P00005254,20.0,3961.3684210526317
18-25,M,0,A,4,10,P00004008,24.0,6747.5
0-17,M,0,A,2,5,P00000781,16.0,2903.176470588235
36-45,M,0,A,1,3,P00086480,36.0,6976.645833333333
26-35,M,0,A,2,16,P00000770,4.0,3020.6666666666665
26-35,M,0,A,4,10,P00000518,28.0,3856.1428571428573
18-25,M,0,A,2,10,P00008010,18.0,4783.529411764706
36-45,F,1,B,5+,14,P00007992,14.0,10161.5
46-50,F,1,B,1,9,P00013739,7.0,9108.411764705883
46-50,F,1,B,2,3,P00029964,36.0,12427.461538461539
36-45,M,1,A,3,3,P00058690,7.0,12326.114285714286
18-25,M,0,A,2,4,P00074353,40.0,3516.222222222222
26-35,M,0,A,5+,1,P00002675,20.0,10462.3
26-35,M,0,A,3,19,P00042825,10.0,11380.74
46-50,F,1,C,2,10,P00000518,4.0,2645.6875
46-50,F,1,B,2,4,P00026942,10.0,5360.0
46-50,F,1,B,2,10,P00005057,10.0,2844.1666666666665
55+,F,1,C,2,11,P00000205,36.0,5230.8421052631575
46-50,F,1,B,5+,9,P00009787,9.0,8912.07142857143
