User_Age,User_Gender,User_Marital_Status,User_City_Category,User_Stay,User_Favourite_Category,User_Favourite_Category_Ratio,User_Favourite_Product,User_Favourite_Product_Ratio,User_Favourite_Subcategory,User_Favourite_Subcategory_Ratio,User_Purchase_Std,Purchase_Avg
46-50,M,1,B,1,10,0.1590909090909091,P00000337,0.022727272727272728,20.0,0.06818181818181818,6957.370531643959,7198.727272727273
26-35,M,0,B,3,17,0.25,P00004911,0.0625,45.0,0.1875,3632.5507515380978,3334.8125
26-35,M,0,A,3,3,0.1794871794871795,P00014343,0.05128205128205128,20.0,0.1282051282051282,9644.560684109654,12230.0
46-50,F,1,B,5+,3,0.18604651162790697,P00053573,0.06976744186046512,22.0,0.06976744186046512,9653.032613357913,12457.279069767443
26-35,M,0,A,1,3,0.1875,P00019006,0.041666666666666664,10.0,0.10416666666666667,9109.649446719117,10910.354166666666
55+,F,1,C,1,10,0.23529411764705882,P00001029,0.058823529411764705,20.0,0.17647058823529413,7016.047826967411,3743.1176470588234
51-55,F,1,C,4,10,0.17647058823529413,P00019709,0.058823529411764705,40.0,0.17647058823529413,9598.654521215307,5832.64705882353
51-55,F,1,C,2,11,0.1590909090909091,P00003235,0.022727272727272728,21.0,0.09090909090909091,5376.579666542339,6020.295454545455
51-55,F,1,C,1,10,0.4166666666666667,P00003227,0.08333333333333333,8.0,0.08333333333333333,8178.24489765748,3406.8333333333335
26-35,M,0,B,4,10,0.2,P00033694,0.1,30.0,0.2,1774.8173740165807,1356.4
55+,F,1,C,1,17,0.3125,P00002274,0.0625,42.0,0.1875,6578.407597334378,3572.625
51-55,F,1,B,5+,12,0.13043478260869565,P00000795,0.021739130434782608,10.0,0.10869565217391304,6282.903672273868,6850.021739130435
18-25,M,0,A,3,3,0.15,P00005057,0.05,9.0,0.1,6260.982599863178,6683.2
46-50,M,1,A,1,3,0.14893617021276595,P00003382,0.0425531914893617,36.0,0.0851063829787234,9441.177150790012,10324.08510638298
55+,F,1,C,5+,3,0.17073170731707318,P00028620,0.04878048780487805,9.0,0.07317073170731707,6695.641430775113,6387.073170731707
36-45,F,1,B,1,15,0.2,P00019487,0.06666666666666667,12.0,0.13333333333333333,8517.015147842078,4975.8
26-35,M,0,A,1,3,0.15789473684210525,P00099241,0.05263157894736842,28.0,0.10526315789473684,10176.032206373433,11207.315789473685
36-45,M,0,B,2,10,0.2222222222222222,P00008017,0.05555555555555555,42.0,0.16666666666666666,5654.063492491412,3575.722222222222
55+,F,1,C,1,12,0.1590909090909091,P00069782,0.045454545454545456,9.0,0.11363636363636363,7499.359597324218,7015.954545454545
55+,F,1,C,2,3,0.2,P00023231,0.1,18.0,0.2,7048.448229535665,7789.0
55+,F,1,C,4,3,0.14285714285714285,P00000809,0.023809523809523808,42.0,0.11904761904761904,4844.828231038687,5405.4047619047615
46-50,M,1,A,5+,3,0.13333333333333333,P00000101,0.03333333333333333,14.0,0.13333333333333333,9683.19513650965,11926.5
46-50,F,1,B,1,3,0.13636363636363635,P00043444,0.045454545454545456,45.0,0.11363636363636363,9692.614975834304,10584.0
51-55,F,1,C,2,15,0.2631578947368421,P00001455,0.05263157894736842,24.0,0.15789473684210525,3657.884450740723,2980.8947368421054
26-35,M,0,A,4,3,0.16,P00086361,0.04,35.0,0.08,9735.105969801525,13251.96
26-35,M,0,B,1,4,0.18181818181818182,P00003451,0.09090909090909091,4.0,0.09090909090909091,2180.264616967399,1376.0
55+,F,1,C,3,12,0.14634146341463414,P00004189,0.024390243902439025,10.0,0.12195121951219512,7570.610849874923,7389.09756097561
18-25,M,0,A,2,16,0.2727272727272727,P00000518,0.09090909090909091,4.0,0.18181818181818182,2245.6894466753615,2204.909090909091
55+,F,1,C,2,4,0.125,P00005254,0.0625,14.0,0.125,6482.87736239344,4236.6875
51-55,F,1,B,4,12,0.17391304347826086,P00019026,0.043478260869565216,9.0,0.08695652173913043,6724.780874112622,7367.869565217391
36-45,F,1,B,2,4,0.25,P00000795,0.05,30.0,0.2,5677.289095482473,3676.0
46-50,F,1,B,3,3,0.22448979591836735,P00054273,0.04081632653061224,7.0,0.12244897959183673,10236.03754449176,13930.632653061224
46-50,F,1,B,2,15,0.2,P00002387,0.1,40.0,0.2,11492.100059992903,9577.7
46-50,F,1,B,3,4,0.1875,P00009397,0.0625,36.0,0.25,3772.1294069132887,3236.4375
36-45,M,0,A,4,12,0.1590909090909091,P00033770,0.045454545454545456,42.0,0.11363636363636363,7085.5311988572075,8379.045454545454
46-50,F,1,C,1,5,0.15,P00002815,0.05,20.0,0.1,10131.24060050215,6547.0
36-45,M,0,A,1,6,0.1875,P00007923,0.0625,9.0,0.125,7605.379482094674,9941.5
36-45,M,1,A,5+,10,0.14893617021276595,P00000148,0.02127659574468085,27.0,0.10638297872340426,5356.417827402997,5331.595744680851
36-45,M,0,A,1,8,0.16666666666666666,P00007305,0.041666666666666664,30.0,0.08333333333333333,7187.258290200318,8000.8125
46-50,M,1,B,5+,8,0.1702127659574468,P00006613,0.02127659574468085,10.0,0.10638297872340426,7190.907987361624,6313.276595744681
0-17,M,0,A,1,11,0.15,P00001853,0.05,18.0,0.15,5678.671687482076,4352.85
26-35,M,0,B,1,16,0.1875,P00006470,0.0625,16.0,0.125,5262.517109631727,4240.0625
36-45,M,0,A,4,3,0.16279069767441862,P00095433,0.046511627906976744,14.0,0.09302325581395349,7820.861095328651,7263.325581395349
51-55,F,1,C,5+,10,0.25,P00010731,0.05,8.0,0.15,8966.175529675256,5440.55
51-55,F,1,B,5+,9,0.12,P00092099,0.04,40.0,0.1,8037.484630105597,8313.62
26-35,M,0,A,5+,3,0.21951219512195122,P00065315,0.07317073170731707,20.0,0.0975609756097561,9118.970878098567,11677.219512195123
26-35,M,0,B,3,4,0.15384615384615385,P00008010,0.07692307692307693,30.0,0.23076923076923078,6070.930043225962,3305.6153846153848
51-55,F,1,C,1,15,0.15789473684210525,P00011738,0.05263157894736842,36.0,0.21052631578947367,4957.785705273595,4112.105263157895
51-55,F,1,C,5+,8,0.15384615384615385,P00001621,0.07692307692307693,27.0,0.15384615384615385,5183.106909062289,8110.692307692308
55+,F,1,C,5+,11,0.21739130434782608,P00000105,0.021739130434782608,20.0,0.13043478260869565,7588.766779702415,8074.913043478261
51-55,F,1,B,5+,3,0.12903225806451613,P00063630,0.06451612903225806,30.0,0.0967741935483871,8295.336822058394,8708.483870967742
51-55,F,1,B,5+,3,0.16666666666666666,P00086361,0.06666666666666667,35.0,0.1,9412.276204174957,14838.033333333333
18-25,M,0,A,1,10,0.29411764705882354,P00012510,0.058823529411764705,20.0,0.17647058823529413,7745.6290990277785,4456.529411764706
55+,F,1,C,2,3,0.15,P00005818,0.05,14.0,0.15,8342.924705527748,5094.3
46-50,F,1,C,2,4,0.2,P00007722,0.1,36.0,0.2,3150.4240349514857,1737.4
36-45,M,1,A,5+,3,0.14634146341463414,P00000781,0.024390243902439025,9.0,0.07317073170731707,9351.976490456376,9223.853658536585
46-50,F,1,B,4,10,0.23076923076923078,P00000743,0.07692307692307693,4.0,0.15384615384615385,7811.755110745368,4402.076923076923
18-25,M,0,A,2,3,0.11764705882352941,P00000070,0.058823529411764705,20.0,0.11764705882352941,6936.523283656294,4489.470588235294
36-45,M,1,A,5+,8,0.11627906976744186,P00024814,0.046511627906976744,18.0,0.09302325581395349,6950.204940930176,6727.604651162791
0-17,M,0,A,2,10,0.25,P00002387,0.08333333333333333,36.0,0.25,2055.0259233047514,1164.5
26-35,M,0,A,2,9,0.15789473684210525,P00000070,0.05263157894736842,40.0,0.21052631578947367,7396.40781430794,7980.0
36-45,M,0,A,5+,3,0.17073170731707318,P00045983,0.04878048780487805,7.0,0.12195121951219512,5342.038937727348,5406.292682926829
55+,F,1,C,3,10,0.23529411764705882,P00002264,0.058823529411764705,36.0,0.11764705882352941,3583.9666705465097,2831.294117647059
26-35,M,0,A,2,5,0.26666666666666666,P00012080,0.06666666666666667,36.0,0.13333333333333333,5198.126280552583,3734.6
51-55,F,1,C,3,12,0.2727272727272727,P00017122,0.09090909090909091,40.0,0.2727272727272727,5600.605339035806,7735.181818181818
26-35,M,0,A,2,7,0.16666666666666666,P00000370,0.05555555555555555,40.0,0.2222222222222222,4524.107524019393,8109.777777777777
26-35,M,0,A,5+,11,0.21428571428571427,P00009821,0.07142857142857142,20.0,0.14285714285714285,3919.054313069826,6255.642857142857
0-17,M,0,A,2,17,0.375,P00009159,0.0625,42.0,0.25,11893.544674878609,8621.0
26-35,M,0,A,3,3,0.22727272727272727,P00062718,0.045454545454545456,40.0,0.13636363636363635,9268.277647420951,12551.09090909091
51-55,F,1,C,3,3,0.17647058823529413,P00000518,0.058823529411764705,14.0,0.17647058823529413,6366.773300872734,3641.470588235294
26-35,M,0,A,3,3,0.16279069767441862,P00003382,0.046511627906976744,40.0,0.09302325581395349,8850.854998647728,10958.46511627907
0-17,M,0,A,1,12,0.16666666666666666,P00004358,0.05555555555555555,35.0,0.1111111111111111,6712.27464270384,5616.944444444444
26-35,M,0,A,4,15,0.2,P00001790,0.06666666666666667,28.0,0.13333333333333333,9788.541901242541,7669.533333333334
26-35,M,0,A,4,12,0.18181818181818182,P00001790,0.022727272727272728,30.0,0.09090909090909091,6634.528230948422,6989.386363636364
36-45,F,1,B,4,12,0.2727272727272727,P00007789,0.09090909090909091,21.0,0.18181818181818182,7674.213038718456,8855.181818181818
26-35,M,0,B,2,5,0.2,P00013896,0.1,12.0,0.2,7674.654140596681,3373.8
51-55,F,1,B,4,3,0.13333333333333333,P00023333,0.06666666666666667,20.0,0.13333333333333333,7733.756437727739,9094.933333333332
36-45,M,1,B,3,11,0.16666666666666666,P00003003,0.05555555555555555,10.0,0.1111111111111111,6167.821801985346,7734.611111111111
36-45,M,0,B,4,10,0.2,P00002084,0.05,6.0,0.1,7391.505559192859,4808.3
26-35,M,0,A,3,8,0.16,P00004189,0.02,42.0,0.12,6210.8545786832765,6789.12
46-50,F,1,B,1,17,0.1590909090909091,P00074866,0.045454545454545456,4.0,0.045454545454545456,9230.52985281107,10614.59090909091
36-45,F,1,B,2,5,0.23529411764705882,P00000238,0.058823529411764705,16.0,0.11764705882352941,9498.630217423613,6922.588235294118
55+,F,1,C,4,3,0.17391304347826086,P00000247,0.021739130434782608,10.0,0.08695652173913043,5538.743059811377,7051.369565217391
0-17,M,0,A,1,16,0.23076923076923078,P00006705,0.07692307692307693,44.0,0.15384615384615385,8226.747520693143,4478.461538461538
26-35,M,0,A,5+,3,0.13513513513513514,P00009108,0.05405405405405406,21.0,0.10810810810810811,8666.419133852434,10909.297297297297
36-45,M,0,A,5+,8,0.18181818181818182,P00002815,0.022727272727272728,10.0,0.09090909090909091,4836.493445384951,5578.613636363636
26-35,M,0,B,1,17,0.16666666666666666,P00008171,0.05555555555555555,18.0,0.16666666666666666,6083.47229843963,5589.5
46-50,M,1,A,4,10,0.17073170731707318,P00002538,0.024390243902439025,27.0,0.12195121951219512,6357.729691524153,5939.341463414634
46-50,F,1,C,1,15,0.21428571428571427,P00000337,0.07142857142857142,24.0,0.14285714285714285,8176.824860341777,4753.214285714285
26-35,M,0,B,4,10,0.2222222222222222,P00001790,0.05555555555555555,4.0,0.1111111111111111,8467.283990926875,4128.777777777777
26-35,M,0,A,4,1,0.13333333333333333,P00003982,0.06666666666666667,7.0,0.2,7402.2922685186795,9923.6
18-25,M,0,A,3,17,0.1875,P00003658,0.0625,24.0,0.125,4440.872074641797,3036.625
26-35,M,0,A,4,13,0.12,P00003426,0.02,42.0,0.1,10032.81409581701,12585.18
26-35,M,0,A,1,3,0.12121212121212122,P00001575,0.030303030303030304,30.0,0.12121212121212122,9467.328906960809,13134.151515151516
55+,F,1,C,1,8,0.2,P00004398,0.1,28.0,0.2,3610.958212318596,4943.9
46-50,M,1,B,5+,13,0.125,P00009387,0.05,6.0,0.075,8781.33906816769,9917.375
36-45,M,0,A,3,12,0.125,P00028092,0.041666666666666664,7.0,0.0625,8013.224637766087,7290.270833333333
51-55,F,1,B,2,17,0.13043478260869565,P00000947,0.021739130434782608,6.0,0.06521739130434782,7667.686605501899,7136.826086956522
46-50,F,1,B,1,10,0.15789473684210525,P00000404,0.05263157894736842,8.0,0.10526315789473684,9656.472862300752,7407.8421052631575
46-50,M,1,A,2,18,0.18421052631578946,P00047826,0.05263157894736842,42.0,0.10526315789473684,8711.613834228896,12480.394736842105
46-50,M,1,B,4,3,0.18,P00003072,0.02,30.0,0.1,5401.658272253446,5889.54
26-35,M,0,A,5+,20,0.2,P00009929,0.05,27.0,0.075,10347.198721492272,13763.95
36-45,M,1,A,4,12,0.12195121951219512,P00000610,0.024390243902439025,36.0,0.12195121951219512,5843.498970818017,6980.317073170731
51-55,F,1,C,1,16,0.2727272727272727,P00002052,0.09090909090909091,36.0,0.18181818181818182,6665.541303804761,4028.4545454545455
36-45,M,1,B,3,12,0.16666666666666666,P00005857,0.05555555555555555,40.0,0.16666666666666666,4268.722058923475,6180.611111111111
36-45,M,0,A,4,3,0.21212121212121213,P00005627,0.030303030303030304,14.0,0.09090909090909091,10239.122278315805,12843.030303030304
51-55,F,1,C,3,3,0.2,P00002379,0.05,30.0,0.15,5415.004072506609,9603.5
46-50,F,1,B,2,5,0.1875,P00003745,0.0625,9.0,0.125,6774.332094691451,5575.4375
36-45,M,0,A,1,3,0.11627906976744186,P00045338,0.046511627906976744,13.0,0.09302325581395349,8871.94520034213,10371.06976744186
51-55,F,1,B,4,19,0.15,P00003382,0.025,7.0,0.075,8913.528304255797,11812.2
51-55,F,1,C,1,5,0.16666666666666666,P00000772,0.08333333333333333,27.0,0.16666666666666666,5791.277827801726,5232.833333333333
26-35,M,0,A,1,17,0.25,P00020505,0.08333333333333333,3.0,0.08333333333333333,8834.480325904171,6510.583333333333
36-45,M,0,A,4,3,0.12244897959183673,P00091299,0.04081632653061224,40.0,0.10204081632653061,5630.503082019638,5659.040816326531
55+,F,1,C,1,3,0.18181818181818182,P00086370,0.06060606060606061,9.0,0.09090909090909091,9398.558230622073,10232.424242424242
55+,F,1,C,1,13,0.125,P00000101,0.025,42.0,0.1,9700.444239893452,10339.1
46-50,F,1,C,4,10,0.21052631578947367,P00007816,0.05263157894736842,42.0,0.10526315789473684,7465.936930192622,5449.368421052632
18-25,M,0,A,1,17,0.2631578947368421,P00007851,0.05263157894736842,20.0,0.10526315789473684,5603.7415309950575,2241.4210526315787
36-45,F,1,B,2,3,0.21052631578947367,P00007687,0.05263157894736842,22.0,0.10526315789473684,8573.33810196042,7455.105263157895
51-55,F,1,C,1,15,0.18181818181818182,P00002152,0.09090909090909091,42.0,0.18181818181818182,8982.505617233777,5371.818181818182
46-50,M,1,A,4,3,0.125,P00095433,0.05,10.0,0.1,7313.2870725227385,8493.2
36-45,F,1,B,1,4,0.17647058823529413,P00011738,0.058823529411764705,36.0,0.11764705882352941,5630.090229529812,5029.64705882353
51-55,F,1,C,4,6,0.125,P00008197,0.041666666666666664,21.0,0.10416666666666667,7562.1428158718245,7912.104166666667
26-35,M,0,A,4,18,0.16666666666666666,P00047674,0.05555555555555555,30.0,0.1388888888888889,10150.155496189473,11635.555555555555
26-35,M,0,B,2,5,0.2222222222222222,P00009929,0.05555555555555555,28.0,0.1111111111111111,8198.257565750122,6697.944444444444
26-35,M,0,A,5+,11,0.15217391304347827,P00029278,0.043478260869565216,7.0,0.13043478260869565,6464.792567706891,6436.108695652174
26-35,M,0,A,5+,3,0.16666666666666666,P00001457,0.05555555555555555,42.0,0.16666666666666666,8046.373945038765,3326.3888888888887
46-50,M,1,B,5+,11,0.12,P00039106,0.06,7.0,0.06,4869.058289079006,5361.1
18-25,M,0,A,1,10,0.16666666666666666,P00005758,0.05555555555555555,4.0,0.1111111111111111,5386.427958031076,4597.833333333333
51-55,F,1,C,1,2,0.10526315789473684,P00001976,0.05263157894736842,30.0,0.10526315789473684,5815.309536546439,5428.315789473684
55+,F,1,C,4,3,0.2,P00011893,0.044444444444444446,18.0,0.1111111111111111,7966.620740643584,9248.444444444445
0-17,M,0,A,1,17,0.21052631578947367,P00001085,0.05263157894736842,16.0,0.15789473684210525,7218.620439712257,4681.9473684210525
0-17,M,0,A,2,16,0.23529411764705882,P00003676,0.058823529411764705,10.0,0.17647058823529413,6872.537770315399,5203.176470588235
36-45,M,0,B,1,2,0.18181818181818182,P00000936,0.09090909090909091,10.0,0.18181818181818182,3856.402999027603,1922.909090909091
46-50,F,1,B,1,12,0.25,P00052324,0.1,42.0,0.15,6940.629929510797,8006.15
46-50,F,1,B,3,1,0.15789473684210525,P00000221,0.05263157894736842,20.0,0.15789473684210525,3724.9900702407,4912.631578947368
36-45,M,0,A,5+,12,0.13953488372093023,P00082670,0.046511627906976744,10.0,0.13953488372093023,6732.455846932606,7861.46511627907
36-45,F,1,B,1,5,0.16666666666666666,P00004232,0.05555555555555555,36.0,0.1111111111111111,9599.968353195387,6908.5
18-25,M,0,A,1,16,0.3333333333333333,P00000526,0.05555555555555555,4.0,0.1111111111111111,4966.367614368248,3710.1111111111113
26-35,M,0,A,4,18,0.2,P00003382,0.03333333333333333,40.0,0.13333333333333333,9743.847736528096,13292.333333333334
46-50,M,1,A,4,3,0.19148936170212766,P00027739,0.0425531914893617,12.0,0.0851063829787234,9504.130477152263,13497.702127659575
36-45,M,1,A,4,3,0.19148936170212766,P00004270,0.02127659574468085,24.0,0.06382978723404255,9259.527475741164,10347.72340425532
51-55,F,1,C,4,12,0.22,P00000953,0.02,42.0,0.12,4895.427003284779,6160.92
55+,F,1,C,5+,17,0.175,P00065331,0.05,27.0,0.1,7930.609097279109,7847.75
18-25,M,0,A,2,10,0.16666666666666666,P00000809,0.05555555555555555,20.0,0.1111111111111111,4565.725201722839,3650.1666666666665
26-35,M,0,B,2,15,0.2,P00003525,0.06666666666666667,40.0,0.13333333333333333,6326.961688640434,3661.0666666666666
51-55,F,1,C,2,9,0.15,P00005057,0.05,7.0,0.15,7790.603133701658,8659.15
26-35,M,0,A,5+,17,0.18181818181818182,P00000070,0.022727272727272728,42.0,0.09090909090909091,5886.399608634891,5590.795454545455
36-45,M,1,A,1,3,0.15151515151515152,P00004270,0.030303030303030304,13.0,0.12121212121212122,8708.039141797408,8681.515151515152
51-55,F,1,B,5+,3,0.15,P00000743,0.025,9.0,0.125,6239.808474008451,7155.45
36-45,M,0,A,3,18,0.16216216216216217,P00057318,0.05405405405405406,14.0,0.13513513513513514,10118.266664146919,11954.135135135135
26-35,M,0,A,5+,3,0.16666666666666666,P00001794,0.027777777777777776,6.0,0.08333333333333333,8139.561281613577,9928.166666666666
51-55,F,1,B,2,3,0.16666666666666666,P00055630,0.041666666666666664,20.0,0.08333333333333333,9138.243154768523,12520.041666666666
36-45,M,1,A,4,18,0.14634146341463414,P00052662,0.04878048780487805,13.0,0.0975609756097561,9533.242666470043,12941.365853658537
26-35,M,0,A,5+,3,0.1276595744680851,P00002675,0.02127659574468085,20.0,0.10638297872340426,9148.040541217326,12436.31914893617
51-55,F,1,C,1,16,0.15789473684210525,P00008010,0.05263157894736842,24.0,0.21052631578947367,8573.968128800352,5579.8421052631575
36-45,M,1,A,4,3,0.13636363636363635,P00001383,0.022727272727272728,42.0,0.13636363636363635,9723.46781160395,11618.636363636364
36-45,M,1,B,4,7,0.2631578947368421,P00019758,0.10526315789473684,18.0,0.10526315789473684,6229.170357213012,8472.684210526315
51-55,F,1,B,5+,11,0.10869565217391304,P00028197,0.043478260869565216,36.0,0.10869565217391304,6087.211241571703,6010.521739130435
55+,F,1,C,5+,3,0.16666666666666666,P00034406,0.041666666666666664,20.0,0.10416666666666667,8236.663576897467,7780.8125
0-17,M,0,A,2,16,0.23529411764705882,P00001455,0.058823529411764705,20.0,0.17647058823529413,4458.128209501488,2622.4117647058824
55+,F,1,C,5+,3,0.1702127659574468,P00023709,0.0425531914893617,3.0,0.06382978723404255,6640.520238708941,6661.787234042553
18-25,M,0,A,3,17,0.2,P00000215,0.05,12.0,0.1,5542.950597499114,4555.2
51-55,F,1,C,5+,12,0.11904761904761904,P00084844,0.047619047619047616,7.0,0.07142857142857142,6515.370489687151,7220.333333333333
26-35,M,0,A,5+,12,0.15555555555555556,P00000404,0.022222222222222223,10.0,0.08888888888888889,6512.967712125704,7067.888888888889
26-35,M,0,A,5+,7,0.125,P00001621,0.020833333333333332,10.0,0.10416666666666667,7250.794822138344,6921.645833333333
26-35,M,0,A,4,10,0.1875,P00008017,0.03125,12.0,0.09375,9734.064183227143,9590.65625
26-35,M,0,A,2,3,0.25,P00000238,0.025,14.0,0.1,10023.41887000587,11040.95
55+,F,1,C,4,8,0.10416666666666667,P00038077,0.041666666666666664,40.0,0.14583333333333334,7391.098139091671,7508.145833333333
46-50,M,1,B,1,16,0.15217391304347827,P00000148,0.021739130434782608,44.0,0.08695652173913043,5461.088131030228,5442.739130434783
46-50,M,1,B,5+,11,0.13953488372093023,P00000925,0.023255813953488372,30.0,0.09302325581395349,5804.808522161522,5566.209302325581
26-35,M,0,A,1,5,0.14285714285714285,P00011222,0.07142857142857142,18.0,0.35714285714285715,7446.926000883677,4600.357142857143
46-50,F,1,B,4,9,0.17647058823529413,P00012502,0.058823529411764705,7.0,0.11764705882352941,6176.783315962519,7487.411764705882
26-35,M,0,A,5+,3,0.19148936170212766,P00027742,0.0425531914893617,40.0,0.14893617021276595,10028.028188285614,13600.787234042553
0-17,M,0,A,1,10,0.2857142857142857,P00000936,0.07142857142857142,20.0,0.21428571428571427,8236.51420621799,5815.5
51-55,F,1,C,5+,11,0.1875,P00004008,0.020833333333333332,28.0,0.10416666666666667,6462.916927988869,8040.375
51-55,F,1,C,4,3,0.18181818181818182,P00001575,0.022727272727272728,20.0,0.06818181818181818,9230.583718134198,12731.613636363636
46-50,F,1,B,5+,10,0.2,P00011630,0.05,4.0,0.1,1995.3717764656765,1095.0
36-45,M,0,B,4,5,0.15,P00006098,0.05,36.0,0.3,2267.4158163447933,1392.2
51-55,F,1,C,3,4,0.23529411764705882,P00005451,0.058823529411764705,20.0,0.11764705882352941,5485.163807945939,3217.0
46-50,F,1,B,5+,5,0.2,P00025028,0.1,6.0,0.1,8266.501742978506,5410.8
26-35,M,0,B,1,17,0.21428571428571427,P00002352,0.07142857142857142,6.0,0.07142857142857142,4153.619156038092,3688.3571428571427
51-55,F,1,C,2,16,0.2,P00000718,0.05,30.0,0.15,6989.709769405758,3939.15
55+,F,1,C,1,10,0.16666666666666666,P00010737,0.08333333333333333,3.0,0.08333333333333333,5177.635066204249,4338.833333333333
51-55,F,1,B,4,3,0.14893617021276595,P00000101,0.0425531914893617,44.0,0.14893617021276595,8865.371810665956,10080.531914893618
0-17,M,0,A,1,3,0.125,P00005057,0.0625,8.0,0.125,7978.985144062288,6009.0625
51-55,F,1,B,4,10,0.15555555555555556,P00001790,0.022222222222222223,36.0,0.08888888888888889,6658.231838115958,7712.488888888889
0-17,M,0,A,3,4,0.29411764705882354,P00000770,0.058823529411764705,12.0,0.11764705882352941,3280.336700347551,1588.3529411764705
55+,F,1,C,3,20,0.23076923076923078,P00000404,0.02564102564102564,7.0,0.07692307692307693,9880.599763043885,11656.51282051282
46-50,M,1,B,1,12,0.13043478260869565,P00028092,0.043478260869565216,10.0,0.06521739130434782,10154.995545707212,13512.0
51-55,F,1,C,1,2,0.17647058823529413,P00003708,0.058823529411764705,24.0,0.11764705882352941,6892.381768385764,5487.235294117647
36-45,M,1,A,5+,3,0.23809523809523808,P00089916,0.047619047619047616,28.0,0.09523809523809523,9925.255757740559,13432.738095238095
46-50,F,1,B,5+,3,0.19444444444444445,P00053512,0.05555555555555555,7.0,0.1111111111111111,8159.750358138591,9669.25
36-45,F,1,B,1,10,0.2,P00026827,0.1,4.0,0.2,5615.475684807714,2937.5
26-35,M,0,A,5+,12,0.25,P00008564,0.08333333333333333,27.0,0.16666666666666666,5004.613843214776,6675.583333333333
55+,F,1,C,1,7,0.2,P00006603,0.1,42.0,0.2,5109.404818567423,3755.4
51-55,F,1,C,2,5,0.26666666666666666,P00000947,0.06666666666666667,42.0,0.26666666666666666,5943.007702534211,4575.533333333334
51-55,F,1,C,1,3,0.16666666666666666,P00004911,0.05555555555555555,28.0,0.16666666666666666,4575.00709810514,4894.777777777777
55+,F,1,C,4,3,0.1276595744680851,P00085406,0.0425531914893617,10.0,0.06382978723404255,8170.895904860532,8970.36170212766
26-35,M,0,A,3,3,0.23529411764705882,P00036715,0.058823529411764705,42.0,0.08823529411764706,9596.239470167766,12179.029411764706
46-50,M,1,B,4,12,0.1590909090909091,P00036374,0.045454545454545456,18.0,0.09090909090909091,4390.982468188731,5244.181818181818
26-35,M,0,A,2,1,0.16666666666666666,P00015001,0.08333333333333333,7.0,0.16666666666666666,3111.373490920047,8164.5
55+,F,1,C,2,16,0.3125,P00018683,0.0625,10.0,0.125,8264.507905293978,5231.875
51-55,F,1,B,2,3,0.16,P00041389,0.04,21.0,0.12,8286.136531728704,10528.1
26-35,M,0,A,3,12,0.2127659574468085,P00026236,0.0425531914893617,27.0,0.10638297872340426,6312.1084774489045,7056.297872340426
55+,F,1,C,5+,4,0.3076923076923077,P00021202,0.07692307692307693,42.0,0.23076923076923078,5749.0214897618525,2910.3846153846152
46-50,F,1,B,1,1,0.16666666666666666,P00009771,0.05555555555555555,21.0,0.1111111111111111,7658.168678381009,9325.722222222223
55+,F,1,C,2,4,0.16666666666666666,P00034156,0.08333333333333333,28.0,0.16666666666666666,9614.50194742139,5544.333333333333
26-35,M,0,A,1,13,0.16666666666666666,P00000781,0.03333333333333333,20.0,0.1,8893.828609461887,12657.1
18-25,M,0,A,2,16,0.25,P00019880,0.0625,8.0,0.125,2544.471064877728,2096.75
36-45,M,1,A,4,12,0.13043478260869565,P00029799,0.043478260869565216,10.0,0.08695652173913043,6674.720093065548,6256.652173913043
36-45,M,1,A,1,3,0.2857142857142857,P00016119,0.061224489795918366,13.0,0.10204081632653061,9697.49799561722,14109.142857142857
36-45,F,1,B,2,17,0.23076923076923078,P00002346,0.07692307692307693,10.0,0.07692307692307693,5257.223467738801,3032.6153846153848
55+,F,1,C,1,16,0.15,P00015645,0.05,21.0,0.1,7584.335946367909,5707.8
46-50,M,1,B,5+,3,0.125,P00032744,0.05,36.0,0.1,6985.667697057881,7671.175
0-17,M,0,A,2,4,0.3,P00002538,0.1,32.0,0.2,7881.521892657815,4458.3
26-35,M,0,A,3,19,0.16279069767441862,P00027742,0.046511627906976744,7.0,0.13953488372093023,9911.936550971066,12096.0
55+,F,1,C,2,4,0.16666666666666666,P00000925,0.05555555555555555,4.0,0.1111111111111111,8577.737346580863,3960.8888888888887
46-50,M,1,B,4,3,0.15555555555555556,P00002052,0.022222222222222223,10.0,0.1111111111111111,5694.24672628417,6721.2444444444445
26-35,M,0,A,2,3,0.10526315789473684,P00005818,0.05263157894736842,40.0,0.10526315789473684,8513.29428270042,8102.894736842105
51-55,F,1,B,2,20,0.17142857142857143,P00000953,0.02857142857142857,40.0,0.11428571428571428,8768.480601784186,10519.371428571429
18-25,M,0,A,1,5,0.21052631578947367,P00004403,0.05263157894736842,42.0,0.10526315789473684,6984.278101313781,3771.4736842105262
51-55,F,1,B,5+,7,0.14285714285714285,P00003913,0.07142857142857142,18.0,0.14285714285714285,6865.5584475484075,8224.785714285714
26-35,M,0,A,1,11,0.15,P00001110,0.025,36.0,0.1,6721.20742887192,7945.325
51-55,F,1,C,5+,3,0.25,P00084855,0.041666666666666664,30.0,0.125,6005.685564913463,6381.208333333333
55+,F,1,C,4,3,0.12195121951219512,P00003448,0.024390243902439025,30.0,0.0975609756097561,7482.222935390127,7057.536585365854
55+,F,1,C,5+,3,0.13636363636363635,P00033049,0.045454545454545456,7.0,0.09090909090909091,9994.999873694773,11211.613636363636
